step,Delta_mm,strain,reaction_old_N,reaction_tm_eff_N,stress_old_N_per_mm2,stress_tm_eff_N_per_mm2
0,1e-06,9.999999999999999e-05,0.0403178273273852,0.0372331472959786,4031.78273273852,3723.3147295978592
1,5e-06,0.0005,0.23357884293773168,0.1941499717759143,23357.884293773164,19414.99717759143
2,1e-05,0.001,0.4608149835121367,0.37535470613647703,46081.49835121366,37535.4706136477
3,1.5e-05,0.0015,0.6717071704542832,0.5313722328423864,67170.71704542832,53137.22328423864
4,2e-05,0.002,0.8348660537649266,0.639698410566325,83486.60537649266,63969.8410566325
5,2.5e-05,0.0025,0.9458864888642893,0.691014642029586,94588.64888642891,69101.4642029586
6,3e-05,0.003,1.0453478757881385,0.7109322440577159,104534.78757881383,71093.22440577159
7,3.5e-05,0.0034999999999999996,1.113609100798385,0.6984669645291319,111360.91007983849,69846.69645291318
8,4e-05,0.004,1.1627823770652412,0.6793973167020795,116278.23770652412,67939.73167020794
9,4.5e-05,0.0045000000000000005,1.2884894752005494,0.7301679160036656,128848.94752005492,73016.79160036656
10,4.7e-05,0.004699999999999999,1.310786089220528,0.7377957715277716,131078.6089220528,73779.57715277716
11,4.9e-05,0.0049,1.302866437299599,0.7338106289012103,130286.64372995989,73381.06289012103
12,5.1e-05,0.0050999999999999995,1.292867791804042,0.7273923789057335,129286.7791804042,72739.23789057335
13,5.3e-05,0.0053,1.3246715613490778,0.7479105093466387,132467.15613490777,74791.05093466387
14,5.5e-05,0.0055,1.3380653055037328,0.7530319675197461,133806.53055037328,75303.19675197461
15,5.7e-05,0.0057,1.3260394014196208,0.746525552813182,132603.94014196208,74652.5552813182
16,5.9e-05,0.0059,1.3200285075072316,0.7416439680127951,132002.85075072316,74164.39680127951
17,6.1e-05,0.0060999999999999995,1.3697747890546452,0.7641109355063236,136977.47890546452,76411.09355063236
18,6.3e-05,0.0063,1.4055993844408476,0.7853173402736502,140559.93844408475,78531.73402736502
19,6.5e-05,0.0065,1.3720871622808772,0.7671042959600527,137208.71622808772,76710.42959600527
20,6.7e-05,0.0067,1.3600977199530462,0.7590694638111017,136009.77199530462,75906.94638111017
21,6.9e-05,0.0069,1.3685348051239998,0.7605201541309725,136853.48051239998,76052.01541309725
22,7.1e-05,0.0071,1.536484212834921,0.8463920175074691,153648.4212834921,84639.2017507469
23,7.3e-05,0.0073,1.5042726724914246,0.8276024350379885,150427.26724914246,82760.24350379885
24,7.5e-05,0.007499999999999999,1.5768589275353406,0.8639832263952485,157685.89275353405,86398.32263952485
25,7.7e-05,0.0077,1.5646855243858226,0.85648217522305,156468.55243858226,85648.217522305
26,8e-05,0.008,1.531665570041696,0.8340883301798385,153166.5570041696,83408.83301798385
27,8.3e-05,0.0083,1.561197112721402,0.8545656663727641,156119.71127214018,85456.56663727641
28,8.6e-05,0.0086,1.5699390711461092,0.855266509915964,156993.90711461092,85526.6509915964
29,8.9e-05,0.0089,1.5797703694007126,0.8505725868417358,157977.03694007124,85057.25868417358
30,9.2e-05,0.0092,1.5418684249368653,0.833982348808604,154186.8424936865,83398.2348808604
31,9.5e-05,0.0095,1.642278820327192,0.8968547339236466,164227.8820327192,89685.47339236464
32,9.8e-05,0.0098,1.681638625314008,0.9163715285467333,168163.8625314008,91637.15285467332
33,0.0001,0.01,1.5957309724399238,0.8663928432497414,159573.09724399238,86639.28432497414
