case,step,Delta,alpha_min,alpha_mean,alpha_std,alpha_max,alpha_gt_0p5_area_fraction,He_current_mean,He_current_std,He_current_max,He_history_mean,He_history_std,He_history_max,mechanics_drive_mean,mechanics_drive_std,mechanics_drive_max,max_He_current_x,max_He_current_y,max_He_history_x,max_He_history_y,max_mechanics_drive_x,max_mechanics_drive_y,notch_tip_alpha_max,notch_tip_alpha_mean,bulk_alpha_mean,bulk_alpha_p95,bottom_right_alpha_max,bottom_right_alpha_mean,notch_tip_He_current_max,notch_tip_He_current_mean,bulk_He_current_p95,bulk_He_current_mean,bottom_right_He_current_max,bottom_right_He_current_mean,notch_tip_mechanics_drive_max,notch_tip_mechanics_drive_mean,bulk_mechanics_drive_p95,bulk_mechanics_drive_mean,bottom_right_mechanics_drive_max,bottom_right_mechanics_drive_mean,bulk_He_current_p95_over_notch_tip_He_current_max,bottom_right_He_current_max_over_notch_tip_He_current_max,bulk_mechanics_drive_p95_over_notch_tip_mechanics_drive_max,bottom_right_mechanics_drive_max_over_notch_tip_mechanics_drive_max,He_current_ratio_denominator_valid,mechanics_drive_ratio_denominator_valid,bulk_He_current_p95_over_notch_tip_He_current_max_valid,bottom_right_He_current_max_over_notch_tip_He_current_max_valid,bulk_mechanics_drive_p95_over_notch_tip_mechanics_drive_max_valid,bottom_right_mechanics_drive_max_over_notch_tip_mechanics_drive_max_valid,bulk_alpha_mean_over_notch_tip_alpha_max,bottom_right_alpha_max_over_notch_tip_alpha_max,reaction_N_tm_eff,elastic_energy,fracture_energy,loss_total,loss_log10,top_u_mode,top_u_abs_max,top_v_error_max,bottom_u_abs_max,bottom_v_abs_max,bottom_right_He_current_p95,bottom_right_alpha_p95,bottom_right_mechanics_drive_p95,bottom_u_max,bottom_u_mean,bottom_u_min,bottom_v_max,bottom_v_mean,bottom_v_min,bulk_He_current_max,bulk_alpha_max,bulk_mechanics_drive_max,macro_strain,macro_stress,max_He_current,max_He_history,max_mechanics_drive,notch_tip_He_current_p95,notch_tip_alpha_p95,notch_tip_mechanics_drive_p95,top_u_max,top_u_mean,top_u_min,top_v_abs_max,top_v_max,top_v_mean,top_v_min
default_none,0,1e-06,-0.00021452548389788717,-1.7036286562754345e-05,1.8790015817419956e-05,0.00012859702110290527,0.0,6.33035100979754e-07,1.1066793567977181e-08,8.175856009984273e-07,6.33035100979754e-07,1.1066793567977181e-08,8.175856009984273e-07,6.33035100979754e-07,1.1066793567977181e-08,8.175856009984273e-07,0.00011280964827165008,0.0002940627164207399,0.00011280964827165008,0.0002940627164207399,0.00011280964827165008,0.0002940627164207399,-6.469726940849796e-06,-9.226599428224638e-06,-1.4396391300903805e-05,-1.4842630719158494e-06,-1.2327035619819071e-05,-1.3219039374234853e-05,6.369940592776402e-07,6.364426859014601e-07,6.385078847870318e-07,6.327937078509352e-07,8.02097019914072e-07,8.020545010367641e-07,6.369940592776402e-07,6.364426859014601e-07,6.385078847870318e-07,6.327937078509352e-07,8.02097019914072e-07,8.020545010367641e-07,1.0023765143290477,1.2591907384876726,1.0023765143290477,1.2591907384876726,True,True,1.0023765143290477,1.2591907384876726,1.0023765143290477,1.2591907384876726,2.225193030946194,1.9053409413597169,0.08710119873285294,6.293790488776096e-11,1.394469917548281e-15,6.293929935767851e-11,-10.201078095976145,free,1.4129641101590096e-07,0.0,0.0,0.0,8.020927680263412e-07,-1.2416235995260649e-05,8.020927680263412e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.274876452356693e-07,0.00012859702110290527,7.274876452356693e-07,nan,nan,8.175856009984273e-07,8.175856009984273e-07,8.175856009984273e-07,6.369388529492426e-07,-7.121960970835062e-06,6.369388529492426e-07,1.4129641101590096e-07,7.575638167472975e-09,-7.849311600693909e-08,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07
default_none,1,5e-06,0.0014997422695159912,0.002306607080488568,0.00014303269072533426,0.003012627363204956,0.0,1.8485494081054312e-05,1.1491622025274871e-07,1.930436701513827e-05,1.8485494081054312e-05,1.1491622025274871e-07,1.930436701513827e-05,1.8485494081054312e-05,1.1491622025274871e-07,1.930436701513827e-05,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.002588927745819092,0.0025424902289085194,0.002307819678168822,0.0025673604337498545,0.0024933815002441406,0.0024045209866017103,1.8569557141745463e-05,1.8554352608003833e-05,1.8604112119646744e-05,1.8488152329643186e-05,1.930436701513827e-05,1.9300131498312112e-05,1.8569557141745463e-05,1.8554352608003833e-05,1.8604112119646744e-05,1.8488152329643186e-05,1.930436701513827e-05,1.9300131498312112e-05,1.001860840171767,1.0395706729990297,1.001860840171767,1.0395706729990297,True,True,1.001860840171767,1.0395706729990297,1.001860840171767,1.0395706729990297,0.8914191143015727,0.9630942788074134,0.46081599593162537,1.8211588903582765e-09,4.193848393563293e-12,1.8253527387518398e-09,-8.738653198226276,free,1.565803557923573e-07,0.0,0.0,0.0,1.9303943463455653e-05,0.0024844954488798974,1.9303943463455653e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.868890285550151e-05,0.0027752022724598646,1.868890285550151e-05,nan,nan,1.930436701513827e-05,1.930436701513827e-05,1.930436701513827e-05,1.856879680417478e-05,0.0025837063789367677,1.856879680417478e-05,1.565803557923573e-07,1.188279638020262e-08,-9.564898562075541e-08,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06,4.999999873689376e-06
default_none,2,1e-05,0.008256932720541954,0.009358803175198374,0.00021797797088953178,0.010839244350790977,0.0,7.541918462048373e-05,4.3593110248292545e-07,7.628308230778202e-05,7.541918462048373e-05,4.3593110248292545e-07,7.628308230778202e-05,7.541918462048373e-05,4.3593110248292545e-07,7.628308230778202e-05,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.009704736061394215,0.00011349347187206149,0.009850244037806988,0.009704410659838212,0.009364023717535856,0.009785072598606347,0.008846065029501915,0.008738557808101177,7.580131205031648e-05,7.567612521273837e-05,7.590297827846371e-05,7.543971087227471e-05,7.628308230778202e-05,7.624285717611201e-05,7.580131205031648e-05,7.567612521273837e-05,7.590297827846371e-05,7.543971087227471e-05,7.628308230778202e-05,7.624285717611201e-05,1.001341219899726,1.006355698132847,1.001341219899726,1.006355698132847,True,True,1.001341219899726,1.006355698132847,1.001341219899726,1.006355698132847,0.9506387538821442,0.8980554182768614,0.9063014388084412,7.323519124469158e-09,6.878642100360821e-11,7.392305545472766e-09,-8.131220090763817,free,2.0036510761656245e-07,0.0,0.0,0.0,7.627905979461503e-05,0.008835314307361841,7.627905979461503e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.596435898449272e-05,0.010455062612891197,7.596435898449272e-05,nan,nan,7.628308230778202e-05,7.628308230778202e-05,7.628308230778202e-05,7.575484487460926e-05,0.009833145141601562,7.575484487460926e-05,2.0036510761656245e-07,1.169998558037122e-08,-1.4078527499350457e-07,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06
default_none,3,1.5e-05,0.01946677826344967,0.020922526368822105,0.0002498428465077967,0.02165277861058712,0.0,0.00017080893968704006,9.905554367169414e-07,0.00017210535588674247,0.00017080893968704006,9.905554367169414e-07,0.00017210535588674247,0.00017080893968704006,9.905554367169414e-07,0.00017210535588674247,0.00016638479428365827,0.0033677839674055576,0.00016638479428365827,0.0033677839674055576,0.00016638479428365827,0.0033677839674055576,0.021308710798621178,0.021112141926607042,0.020935030390932228,0.02143723042681813,0.019826442003250122,0.01974689494818449,0.00017150200437754393,0.00017140360213401535,0.00017186549521284178,0.00017085942416369032,0.00017072592163458467,0.00017057764489436522,0.00017150200437754393,0.00017140360213401535,0.00017186549521284178,0.00017085942416369032,0.00017072592163458467,0.00017057764489436522,1.0021194553184212,0.9954747890803025,1.0021194553184212,0.9954747890803025,True,True,1.0021194553184212,0.9954747890803025,1.0021194553184212,0.9954747890803025,0.9824634905780818,0.9304383634758904,1.311095952987671,1.6201788355374447e-08,3.4503472301494753e-10,1.6546823078389394e-08,-7.781285376629451,free,2.5912149226314796e-07,0.0,0.0,0.0,0.00017071109396056273,0.019818487297743558,0.00017071109396056273,0.0,0.0,0.0,0.0,0.0,0.0,0.00017204522737301886,0.021600812673568726,0.00017204522737301886,nan,nan,0.00017210535588674247,0.00017210535588674247,0.00017210535588674247,0.0001714746525976807,0.021262137591838835,0.0001714746525976807,2.5912149226314796e-07,2.997964074769044e-08,-1.579505948257065e-07,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05
default_none,4,2e-05,0.034909188747406006,0.03649124949537128,0.00033460470956977247,0.03739440441131592,0.0,0.00030467354367670266,1.7778982858332712e-06,0.00030707131372764707,0.00030467354367670266,1.7778982858332712e-06,0.00030707131372764707,0.00030467354367670266,1.7778982858332712e-06,0.00030707131372764707,9.678927017375827e-05,0.0032365387305617332,9.678927017375827e-05,0.0032365387305617332,9.678927017375827e-05,0.0032365387305617332,0.03657139465212822,0.03639627380730354,0.03650622792361096,0.03715173155069351,0.03533241152763367,0.035256873816251755,0.000305914378259331,0.0003057795150958206,0.00030652866553282365,0.00030475782759749987,0.0003026011982001364,0.00030227597744669765,0.000305914378259331,0.0003057795150958206,0.00030652866553282365,0.00030475782759749987,0.0003026011982001364,0.00030227597744669765,1.002008036617919,0.989169583731086,1.002008036617919,0.989169583731086,True,True,1.002008036617919,0.989169583731086,1.002008036617919,0.989169583731086,0.998218095614424,0.9661215237679635,1.6600687503814697,2.7983608319459563e-08,1.0557266172384061e-09,2.903933493669797e-08,-7.5370133341368755,free,2.8518289241219463e-07,0.0,0.0,0.0,0.00030256867612479257,0.03532485775649548,0.00030256867612479257,0.0,0.0,0.0,0.0,0.0,0.0,0.00030689244158566,0.037376731634140015,0.00030689244158566,nan,nan,0.00030707131372764707,0.00030707131372764707,0.00030707131372764707,0.00030588055960834026,0.03653470724821091,0.00030588055960834026,2.8518289241219463e-07,3.8591541484667145e-08,-1.8815218538748013e-07,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05
default_none,5,2.5e-05,0.05437236279249191,0.056088695116375535,0.0003878867222294204,0.05723957344889641,0.0,0.00047702228571083467,2.8503960254400604e-06,0.00048096218961291015,0.00047702228571083467,2.8503960254400604e-06,0.00048096218961291015,0.00047702228571083467,2.8503960254400604e-06,0.00048096218961291015,3.758905950235203e-05,0.0032998796086758375,3.758905950235203e-05,0.0032998796086758375,3.758905950235203e-05,0.0032998796086758375,0.055918119847774506,0.05578046705420703,0.056091981890462043,0.05675316844135523,0.05440455675125122,0.05438845977187157,0.00047929544234648347,0.00047888717142074077,0.00047997541405493395,0.00047715167501481703,0.00047114724293351173,0.0004707257612608373,0.00047929544234648347,0.00047888717142074077,0.00047997541405493395,0.00047715167501481703,0.00047114724293351173,0.0004707257612608373,1.0014186901196505,0.9829996309310169,1.0014186901196505,0.9829996309310169,True,True,1.0014186901196505,0.9829996309310169,1.0014186901196505,0.9829996309310169,1.003109225473976,0.972932510952735,1.9391039609909058,4.204574466371014e-08,2.4979396329172232e-09,4.454368429662736e-08,-7.3512138644568825,free,2.732727466536744e-07,0.0,0.0,0.0,0.0004711050947662443,0.05440294705331326,0.0004711050947662443,0.0,0.0,0.0,0.0,0.0,0.0,0.0004807744990102947,0.057078730314970016,0.0004807744990102947,nan,nan,0.00048096218961291015,0.00048096218961291015,0.00048096218961291015,0.0004792607040144503,0.055886130034923556,0.0004792607040144503,2.732727466536744e-07,5.2469677747080114e-08,-1.8349624042457435e-07,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05,2.499999936844688e-05
default_none,6,3e-05,0.07693123072385788,0.07877219942708351,0.00040935957328379656,0.07977362722158432,0.0,0.0006877168984473546,4.0251642051054375e-06,0.000693376874551177,0.0006877168984473546,4.0251642051054375e-06,0.000693376874551177,0.0006877168984473546,4.0251642051054375e-06,0.000693376874551177,0.00018387763702776283,0.003131278557702899,0.00018387763702776283,0.003131278557702899,0.00018387763702776283,0.003131278557702899,0.07848720997571945,0.0784236298848505,0.07877515582153367,0.0794092908501625,0.07702936977148056,0.07698030024766922,0.000690723885782063,0.0006902413267310556,0.0006915895006386563,0.0006879091168232979,0.0006792832864448428,0.0006788430619053543,0.000690723885782063,0.0006902413267310556,0.0006915895006386563,0.0006879091168232979,0.0006792832864448428,0.0006788430619053543,1.0012531995409617,0.9834367978685626,1.0012531995409617,0.9834367978685626,True,True,1.0012531995409617,0.9834367978685626,1.0012531995409617,0.9834367978685626,1.0036686976884934,0.9814257609018096,2.1389410495758057,5.774735356567362e-08,4.9295429960238835e-09,6.26768965616975e-08,-7.20289251570532,free,2.471014113325509e-07,0.0,0.0,0.0,0.0006792392639908939,0.07702446281909943,0.0006792392639908939,0.0,0.0,0.0,0.0,0.0,0.0,0.0006932425894774497,0.07977362722158432,0.0006932425894774497,nan,nan,0.000693376874551177,0.000693376874551177,0.000693376874551177,0.000690674758516252,0.07847566604614258,0.000690674758516252,2.471014113325509e-07,5.5152306810413167e-08,-2.3429878126535186e-07,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05
default_none,7,3.5e-05,0.10221153497695923,0.10438987217407045,0.0004328541480889434,0.10539447516202927,0.0,0.0009370021642376109,5.454037081348565e-06,0.0009446431649848819,0.0009370021642376109,5.454037081348565e-06,0.0009446431649848819,0.0009370021642376109,5.454037081348565e-06,0.0009446431649848819,4.310390795581043e-05,0.003874539164826274,4.310390795581043e-05,0.003874539164826274,4.310390795581043e-05,0.003874539164826274,0.10428547859191895,0.10421537107800784,0.10440116824466047,0.10508366227149964,0.10240937769412994,0.10237673670053482,0.0009409995400346816,0.0009403498508418872,0.0009422667877515778,0.0009372484943812519,0.0009201514767482877,0.0009195862512569875,0.0009409995400346816,0.0009403498508418872,0.0009422667877515778,0.0009372484943812519,0.0009201514767482877,0.0009195862512569875,1.0013467038643287,0.9778447678246203,1.0013467038643287,0.9778447678246203,True,True,1.0013467038643287,0.9778447678246203,1.0013467038643287,0.9778447678246203,1.001109355341737,0.982009950732159,2.2528884410858154,7.437456872594339e-08,8.645757887393302e-09,8.302032661333669e-08,-7.080815562380159,free,2.551937541284133e-07,0.0,0.0,0.0,0.0009200949541991576,0.10240611359477043,0.0009200949541991576,0.0,0.0,0.0,0.0,0.0,0.0,0.0009438280249014497,0.10539447516202927,0.0009438280249014497,nan,nan,0.0009446431649848819,0.0009446431649848819,0.0009446431649848819,0.0009409714955836534,0.10426803827285766,0.0009409714955836534,2.3900435053292313e-07,6.335939306545413e-08,-2.551937541284133e-07,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05
default_none,8,4e-05,0.12986218929290771,0.13235560543401428,0.0005198491114613936,0.1334061622619629,0.0,0.0012248033228282294,7.084935461098745e-06,0.0012338156811892986,0.0012248033228282294,7.084935461098745e-06,0.0012338156811892986,0.0012248033228282294,7.084935461098745e-06,0.0012338156811892986,4.310390795581043e-05,0.003874539164826274,4.310390795581043e-05,0.003874539164826274,4.310390795581043e-05,0.003874539164826274,0.13238027691841125,0.13230589032173157,0.13237647818578444,0.13318658918142318,0.12991486489772797,0.12988852709531784,0.0012298463843762875,0.0012292171149093606,0.0012317324231844395,0.0012251250649776657,0.0012008105404675007,0.0012001505820080638,0.0012298463843762875,0.0012292171149093606,0.0012317324231844395,0.0012251250649776657,0.0012008105404675007,0.0012001505820080638,1.0015335564116883,0.9763906742519618,1.0015335564116883,0.9763906742519618,True,True,1.0015335564116883,0.9763906742519618,1.0015335564116883,0.9763906742519618,0.9999713043912942,0.9813762889905211,2.275949716567993,9.123720445813888e-08,1.3906229057170094e-08,1.0514343351530897e-07,-6.978217844966398,free,2.844965365511598e-07,0.0,0.0,0.0,0.001200744544621557,0.12991223111748695,0.001200744544621557,0.0,0.0,0.0,0.0,0.0,0.0,0.0012334890197962523,0.1334061622619629,0.0012334890197962523,nan,nan,0.0012338156811892986,0.0012338156811892986,0.0012338156811892986,0.001229803916066885,0.1323688268661499,0.001229803916066885,2.763399322702753e-07,6.569501422859503e-08,-2.844965365511598e-07,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05,3.9999998989515007e-05
default_none,9,4.5e-05,0.15877410769462585,0.16169847303740179,0.0006439628084470741,0.16274575889110565,0.0,0.0015508404291480866,8.793008604289134e-06,0.0015617110766470432,0.0015508404291480866,8.793008604289134e-06,0.0015617110766470432,0.0015508404291480866,8.793008604289134e-06,0.0015617110766470432,4.350849485490471e-05,0.003681948408484459,4.350849485490471e-05,0.003681948408484459,4.350849485490471e-05,0.003681948408484459,0.16200676560401917,0.1619101832174275,0.16174840860695658,0.16258136481046676,0.15888357162475586,0.15882883965969086,0.0015583308413624763,0.0015575386032028354,0.0015594245400279761,0.0015512156266282095,0.0015287455171346664,0.0015280601801350713,0.0015583308413624763,0.0015575386032028354,0.0015594245400279761,0.0015512156266282095,0.0015287455171346664,0.0015280601801350713,1.0007018398381589,0.9810147348415803,1.0007018398381589,0.9810147348415803,True,True,1.0007018398381589,0.9810147348415803,1.0007018398381589,0.9810147348415803,0.9984052703225119,0.9807218299333431,2.2196834087371826,1.0786199311496603e-07,2.075861793571221e-08,1.2862061105067824e-07,-6.890689431502533,free,3.408105442304077e-07,0.0,0.0,0.0,0.001528676983434707,0.15887809842824935,0.001528676983434707,0.0,0.0,0.0,0.0,0.0,0.0,0.0015610512346029282,0.16274575889110565,0.0015610512346029282,nan,nan,0.0015617110766470432,0.0015617110766470432,0.0015617110766470432,0.0015580738428980113,0.16199426651000975,0.0015580738428980113,3.098786294231104e-07,8.334057621794955e-08,-3.408105442304077e-07,4.5000000682193786e-05,4.5000000682193786e-05,4.5000000682193786e-05,4.5000000682193786e-05
